FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,Roughness,OperatingP,LiningDate,LiningCont,LiningAsbu,ProjectFun,JointUse,GlobalID,created_us,created_da,last_edite,last_edi_1,Replacemen,OBJECTID,WORKORDERI,DESCRIPTIO,EntityUid,EntityType,LOCATION_1,INITIATEDA,WOXCOORDIN,WOYCOORDIN,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Map_unit_s,Map_unit_n,Ph Rating,Shape_Length
00-06250,,1/1/1900 0:00,1,,,,AA,,,CI,0,193,,6,0,IS,,,EtMiller,7/18/2019 0:00,GRA,,,0,,,,,,,{3784C1A0-2D35-4743-A7AB-A75287CD8C7D},,,,,,496,557243,Water Main Repair Break,00-06250,WWATERMAIN,,2/20/2018 0:00,-9320986.537,5202275.685,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,193.0532008
00-06250,,1/1/1900 0:00,1,,,,AA,,,CI,0,13,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{9487B895-BC35-4D80-8087-8138B445D3A7},,,,,,496,557243,Water Main Repair Break,00-06250,WWATERMAIN,,2/20/2018 0:00,-9320986.537,5202275.685,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,13.00375941
00-06843,,1/1/1890 0:00:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{0FE4CB17-C35C-46A3-891D-E1D5BC80FB65},,,,,,217,435899,Water Main Repair Break,00-06843,WWATERMAIN,,2/3/2015 0:00,-9323943.807,5202210.006,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,306.9398819
00-06974,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,0,,,,,,,{7C9CA37F-6BA6-4596-8A76-06F8BFA3B527},,,,,,581,596803,Water Main Repair Break,00-06974,WWATERMAIN,,2/1/2019 0:00,-9323802.47,5201945.042,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,98.97805234
00-06979,,1/1/1906 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{3A7C4720-CF2F-42D6-8C17-6328D23F1086},,,,,,395,515706,Water Main Repair Break,00-06979,WWATERMAIN,,1/6/2017 0:00,-9323346.287,5202713.337,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,275.4267415
00-06997,,1/1/1940 0:00,1,,,,AA,,5541,CI,0,376,,12,0,IS,,,CTurkington,4/23/2019 0:00,WH,,,0,,,,,,,{5D5DB6B1-BB4A-4832-9DB8-1EF624E8A3B1},,,,,,806,745675,Water Main Repair Break,00-06997,WWATERMAIN,,8/27/2021 0:00,-9323888.234,5202396.744,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,375.9831651
00-07052,Granger Ave,8/8/1972 0:00,1,,A460W-W1A,,AA,,5600,DI,0,40,,12,0,IS,,,EtMiller,8/1/2019 0:00,GRA,,,0,,,,,,,{7A9D3C7C-CA8D-425D-87D0-6D82A2AF46A8},,,,,,612,608782,Water Main Repair Break,00-07052,WWATERMAIN,,5/22/2019 0:00,-9321162.136,5200662.572,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,39.7016054
00-07224,,1/1/1920 0:00,1,,,,AA,,,CI,0,283,,6,0,IS,,,EtMiller,7/18/2019 0:00,GRA,,,0,,,,,,,{4A9BBA43-539E-4F2A-93F1-7941CCBB6331},,,,,,112,382782,Water Main Repair Break,00-07224,WWATERMAIN,,1/30/2014 0:00,-9321462.843,5200488.126,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,283.188897
00-07224,,1/1/1920 0:00,1,,,,AA,,,CI,0,45,,6,0,IS,,,EtMiller,7/18/2019 0:00,GRA,,,0,,,,,,,{1CCC56E4-7227-4D46-AEAC-7A2F2C166D2D},,,,,,112,382782,Water Main Repair Break,00-07224,WWATERMAIN,,1/30/2014 0:00,-9321462.843,5200488.126,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,45.4486668
00-05740,,1/1/1940 0:00,1,,,,AA,,,CI,0,49,,6,0,IS,,,GBurda,7/30/2019 0:00,WH,,,0,,,,,,,{2DD18041-C125-4AAE-8DEB-F3403D3E24E4},,,,,,479,555053,Water Main Repair Break,00-05740,WWATERMAIN,,1/17/2018 0:00,-9323697.441,5204982.887,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,49.41567014
00-05656,,9/12/1960 0:00,1,,A107W-W,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,7/28/2014 0:00,WH,,,0,,,,,,,{10DBA414-2179-4DE3-B0D3-F4B98D737D6D},,,,,,89,380448,Water Main Repair Break,00-05656,WWATERMAIN,,1/2/2014 0:00,-9324147.448,5204570.099,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,5.143832421
00-07994,,1/1/1950 0:00,1,,,,AA,,,CI,0,20,,6,0,IS,,,GBurda,8/5/2019 0:00,NEHWPRZ,,,0,,,,,,,{97FC02E1-2663-45D0-9FD2-92CE8E793F9D},,,,,,881,766567,Water Main Repair Break,00-07994,WWATERMAIN,,2/18/2022 0:00,-9321443.586,5206317.589,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,20.02656504
00-07994,,1/1/1950 0:00,1,,,,AA,,,CI,0,321,,6,0,IS,,,GBurda,8/5/2019 0:00,NEHWPRZ,,,0,,,,,,,{505B2E2A-CDE1-4573-B41B-3FDD99C5D77F},,,,,,881,766567,Water Main Repair Break,00-07994,WWATERMAIN,,2/18/2022 0:00,-9321443.586,5206317.589,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,320.6829146
00-08023,,1/1/1950 0:00,1,,,,AA,,,CI,0,309,,6,0,IS,,,EtMiller,7/18/2019 0:00,NEHWPRZ,,,0,,,,,Develop,,{3A1F3AE1-862B-4313-ACB9-53C94BD388DC},,,,,,310,477842,Water Main Repair Break,00-08023,WWATERMAIN,,1/26/2016 0:00,-9321496.492,5206363.52,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,308.5354075
00-08060,,1/1/1950 0:00,1,,,,AA,,,CI,0,291,,6,0,IS,,,EtMiller,7/18/2019 0:00,NEHWPRZ,,,0,,,,,Develop,,{61D84F35-37B9-42B1-A304-9599BD50544C},,,,,,548,588426,Water Main Repair Break,00-08060,WWATERMAIN,,12/3/2018 0:00,-9321494.615,5206513.117,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,291.4406971
00-08060,,1/1/1950 0:00,1,,,,AA,,,CI,0,33,,6,0,IS,,,EtMiller,7/18/2019 0:00,NEHWPRZ,,,0,,,,,Develop,,{FE8FD245-482D-401D-A234-A218376A2103},,,,,,548,588426,Water Main Repair Break,00-08060,WWATERMAIN,,12/3/2018 0:00,-9321494.615,5206513.117,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,32.65649606
00-08430,Brookside Dr,7/23/1963 0:00,1,,A143/207W-W,ASBUILT,AA,,,DI,0,0,,4,0,IS,,,KBemish,1/28/2015 0:00,NEHWPRZ,,,0,,,,,Develop,,{1E7A0422-F040-4177-8A9C-7CA54E1A702A},,,,,,192,431199,Water Main Repair Break,00-08430,WWATERMAIN,Brookside Dr,12/16/2014 0:00,-9322160.846,5206586.063,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,208.1973277
00-08430,Brookside Dr,7/23/1963 0:00,1,,A143/207W-W,ASBUILT,AA,,,DI,0,0,,4,0,IS,,,KBemish,1/28/2015 0:00,NEHWPRZ,,,0,,,,,Develop,,{73EC2D3B-C78F-4558-BD26-777A53CD2A47},,,,,,192,431199,Water Main Repair Break,00-08430,WWATERMAIN,Brookside Dr,12/16/2014 0:00,-9322160.846,5206586.063,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,34.96865369
00-10584,,10/27/1965 0:00,1,,A277W-W,ASBUILT,AA,,,DI,0,0,,6,0,IS,,,KBemish,1/28/2015 0:00,NEHEPRZ,,,0,,,,,Develop,,{C98E0887-5936-4036-8C44-C1BD30E6BEAE},,,,,,594,598974,Water Main Repair Break,00-10584,WWATERMAIN,,2/28/2019 0:00,-9316764.223,5204668.952,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,470.6124658
00-10590,Andover Rd,10/27/1965 0:00,1,,A277W-W,ASBUILT,AA,,,DI,0,0,,6,0,IS,,,GBurda,6/19/2018 0:00,NEHEPRZ,,,0,,,,,Develop,,{B0940C26-0ACF-4BB5-8B41-56408AB69035},,,,,,801,741193,Water Main Repair Break,00-10590,WWATERMAIN,Andover Rd,8/4/2021 0:00,-9316922.305,5204581.742,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,629.7038788
00-10653,,8/9/1962 0:00,1,SILLER,A158W-W,ASBUILT,AA,,,DI,0,84,,12,0,IS,,,CTurkington,2/21/2018 0:00,NEH,,,0,,,,,,,{4AF528DA-BFC7-4A53-AAFB-8C718804E2BB},,,,,,163,411947,Water Main Repair Break,00-10653,WWATERMAIN,,7/29/2014 0:00,-9317290.882,5206543.354,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,84.29821656
00-10781,,11/2/1961 0:00,1,AA,A146W,ASBUILT,AA,,,CI,0,0,,16,0,AB,,,GBurda,3/20/2018 0:00,NEH,,,0,,,,,,,{BEF744BE-A49B-4F27-B655-87402614878D},,,,,,403,516547,Water Main Repair Break,00-10781,WWATERMAIN,,1/19/2017 0:00,-9316634.387,5206787.791,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,14.09817435
00-10782,Plymouth Rd,1/1/1960 0:00,1,,,,AA,,,CI,0,196,,12,0,IS,,,CTurkington,2/8/2018 0:00,NEH,CIPP,,0,,11/30/2017 0:00,ETM,2017-024,,,{D1742316-02A7-40BA-B589-2A1FB955C667},,,,,,181,429140,Water Main Repair Break,00-10782,WWATERMAIN,,11/21/2014 0:00,-9316606.057,5206807.182,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,195.9233037
00-10782,,1/1/1960 0:00,1,,,,AA,,,CI,0,0,,12,0,AB,,,CTurkington,2/7/2018 0:00,NEH,CIPP,,0,,11/30/2017 0:00,ETM,2017-024,,,{FB563FD4-109B-487C-8706-69F8537C173C},,,,,,181,429140,Water Main Repair Break,00-10782,WWATERMAIN,,11/21/2014 0:00,-9316606.057,5206807.182,MI161,13,CoB,191616,CoB,"Conover loam, 0 to 4 percent slopes",7.2,9.02121096
00-10791,Ardenne Dr.,8/9/1962 0:00,1,FJSC,A158W-W,ASBUILT,AA,,,CI,0,0,,8,0,IS,,,EtMiller,9/16/2015 0:00,NEH,,,0,,,,,Develop,,{4BDCCD93-88E8-4697-B3D7-C80BEE00A952},,,,,,416,519089,Water Main Repair Break,00-10791,WWATERMAIN,Ardenne Dr.,2/21/2017 0:00,-9317384.31,5206823.356,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,40.88216357
00-10791,Orchard Subdivision,5/1/1981 0:00,1,,80173-1,ASBUILT,AA,,,DI,0,160,,8,0,IS,,,EtMiller,7/19/2019 0:00,NEH,,,0,,,,,Develop,,{9F8D4889-59D5-43C4-A7E5-43AD5184226C},,,,,,416,519089,Water Main Repair Break,00-10791,WWATERMAIN,Ardenne Dr.,2/21/2017 0:00,-9317384.31,5206823.356,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,159.6794376
00-10826,,8/9/1962 0:00,1,,A158W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,KBemish,1/28/2015 0:00,NEH,,,0,,,,,Develop,,{378F8369-7682-42E2-9928-AB44ED7FECA8},,,,,,394,515614,Water Main Repair Break,00-10826,WWATERMAIN,,1/4/2017 0:00,-9317260.649,5207173.107,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,772.3036874
00-10864,Plymouth Rd,1/1/1960 0:00,1,,,,AA,,,CI,0,494,,12,0,IS,,,CTurkington,2/8/2018 0:00,NEH,CIPP,,0,,11/30/2017 0:00,ETM,2017-024,,,{A70A15C6-C77D-44A7-87D1-937A9298CC87},,,,,,219,436263,Water Main Repair Break,00-10864,WWATERMAIN,,2/10/2015 0:00,-9316970.238,5206673.489,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,493.8994856
00-11552,,7/3/1968 0:00,1,,A347W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,MMain,9/23/2016 0:00,NEHEPRZ,,,0,,,,,Develop,,{7F79DB4B-E08F-401D-8516-3921AC5331C5},,,,,,252,451283,Water Main Repair Break,00-11552,WWATERMAIN,,4/10/2015 0:00,-9315822.094,5203536.813,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,29.06466139
00-11552,,7/3/1968 0:00,1,,A347W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,MMain,9/23/2016 0:00,NEHEPRZ,,,0,,,,,Develop,,{B61C4A9A-0911-4F79-8F3D-E0ECB544D4B2},,,,,,252,451283,Water Main Repair Break,00-11552,WWATERMAIN,,4/10/2015 0:00,-9315822.094,5203536.813,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,344.5122205
00-11951,,11/24/1969 0:00,1,,A322W-W2,ASBUILT,AA,,,DI,0,0,,8,0,AB,,,MMain,5/19/2017 0:00,NEH,,,0,,,,,,,{992A041B-BE7B-4CD5-B04B-97A565A7E054},,,,,,35,350659,Water Main Repair Break,00-11951,WWATERMAIN,,5/29/2013 0:00,-9316987.061,5207854.08,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,67.40467806
00-11952,,11/24/1969 0:00,1,,A322W-W2,ASBUILT,AA,,,DI,0,0,,8,0,AB,,,MMain,5/19/2017 0:00,NEH,,,0,,,,,,,{07E5B377-4BD7-4CDF-ADAB-2DBAAFEC9D8A},,,,,,7,333660,Water Main Repair Break,00-11952,WWATERMAIN,,1/11/2013 0:00,-9316966.613,5207785.756,MI161,13,Pe,191665,Pe,"Pewamo clay loam, 0 to 2 percent slopes",7.2,707.5169084
00-12101,Glazier Way,11/6/1962 0:00,2,,A176W-W3,ASBUILT,AA,,,CI,0,0,,16,0,IS,,,MMain,9/19/2016 0:00,NEHEPRZ,,,0,,,,,,,{594EC682-3858-4ED7-BDBA-5BE4DCE78C1E},,,,,,564,594486,Water Main Repair Break,00-12101,WWATERMAIN,Glazier Way,1/7/2019 0:00,-9315651.271,5204261.162,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,550.60551
00-12258,,5/29/1963 0:00,1,SILLER,A188W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,KBemish,1/28/2015 0:00,NEHEPRZ,,,0,,,,,Develop,,{1E463F7D-5C27-4627-985F-05C30634A5EF},,,,,,598,600602,Water Main Repair Break,00-12258,WWATERMAIN,,3/15/2019 0:00,-9316120.055,5204957.498,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,38.20075504
00-12258,,5/29/1963 0:00,1,SILLER,A188W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,KBemish,1/28/2015 0:00,NEHEPRZ,,,0,,,,,Develop,,{220FACE1-4DD1-426B-BDC7-2F378C6577A2},,,,,,598,600602,Water Main Repair Break,00-12258,WWATERMAIN,,3/15/2019 0:00,-9316120.055,5204957.498,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,170.516083
00-12268,,5/29/1963 0:00,1,SILLER,A188W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,GBurda,5/4/2017 0:00,NEHEPRZ,,,0,,,,,Develop,,{15AE96E5-A669-4AAB-A080-7100BF6A45A9},,,,,,94,382644,Water Main Repair Break,00-12268,WWATERMAIN,,1/28/2014 0:00,-9316461.471,5205279.908,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,184.1264452
52-12327,Green Rd,11/6/1962 0:00,2,,A-176W,ASBUILT,AA,,,CI,0,0,,16,0,IS,,,MMain,5/23/2017 0:00,NEH,,,0,,,,,,,{82648330-77DE-461F-9082-FC60913484B2},,,,,,100,382707,Water Main Repair Break,52-12327,WWATERMAIN,,1/29/2014 0:00,-9316627.32,5206360.026,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,477.5023473
00-12915,,10/16/1968 0:00,1,,A381W,ASBUILT,AA,,,DI,0,0,,12,0,IS,,,KBemish,1/27/2015 0:00,SHE,,,0,,,,,Develop,,{4CA76B8C-2C41-4AAA-AF84-9315228CE20A},,,,,,254,452565,Water Main Repair Break,00-12915,WWATERMAIN,,4/24/2015 0:00,-9320320.405,5195978.506,MI161,13,Sb,191668,Sb,"Sebewa loam, disintegration moraine, 0 to 2 percent slopes",7.5,394.9648936
00-13451,,1/4/1962 0:00,1,,A145W-W,,AA,,,CI,0,0,,12,0,IS,,,KBemish,1/27/2015 0:00,SHE,,,0,,,,,Develop,,{1769CF07-D473-4747-9D6E-850CAF48D8CE},,,,,,110,382778,Water Main Repair Break,00-13451,WWATERMAIN,,1/30/2014 0:00,-9321269.925,5195602.721,MI161,13,Fd,191621,Fd,Fill land,0,90.64228958
00-13222,Shadowood Dr,7/17/1971 0:00,1,FJSC,A399W-W2,ASBUILT,PRIVATE,,,DI,0,0,,12,0,IS,,,MMain,9/19/2016 0:00,SHE,,,0,,,,,Develop,,{37723845-4348-4841-8488-1F96F8BB7A5A},,,,,,357,505862,Water Main Repair Break,00-13222,WWATERMAIN,Shadowood Dr,9/24/2016 0:00,-9318506.493,5195966.959,MI161,13,BntaaB,191607,BntaaB,"Blount loam, 2 to 6 percent slopes",7.4,171.9458661
00-14139,Newbury Ct,5/18/1966 0:00,1,,"A275W-AREA,W",ASBUILT,AA,,,DI,0,0,,4,0,IS,,,MMain,9/1/2016 0:00,WH,,,0,,,,,Develop,,{03F17524-684E-4321-96D0-95851EF8AB4D},,,,,,720,687470,Water Main Repair Break,00-14139,WWATERMAIN,Newbury Ct,11/18/2020 0:00,-9324832.006,5198739.168,MI161,13,MoC,191652,MoC,"Morley loam, 6 to 12 percent slopes",7.2,431.9065761
00-14143,Picadilly Cir,5/18/1966 0:00,1,,"A275W-AREA,W",ASBUILT,AA,,,DI,0,0,,4,0,IS,,,MMain,9/1/2016 0:00,WH,,,0,,,,,Develop,,{0F69EF05-F56E-4564-8252-1E5EC3EF65C6},,,,,,507,560647,Water Main Repair Break,00-14143,WWATERMAIN,Picadilly Cir,3/22/2018 0:00,-9324667.956,5198696.786,MI161,13,MoC,191652,MoC,"Morley loam, 6 to 12 percent slopes",7.2,169.1504016
00-14201,Welch Ct,5/18/1966 0:00,1,,"A275W-AREA,W",ASBUILT,AA,,,DI,0,234.3,,4,0,IS,,,GBurda,10/15/2018 0:00,WH,,,0,,,,,Develop,,{83720073-3077-418E-B3CB-D62D1D3DE274},,,,,,169,421713,Water Main Repair Break,00-14201,WWATERMAIN,,9/24/2014 0:00,-9324695.32,5199381.639,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,234.2708921
00-14231,,5/3/1963 0:00,1,,A193W-W2,,AA,,,CI,0,18,,6,0,IS,,,EtMiller,10/17/2017 0:00,WH,,,0,,,,,Develop,,{DA628BA3-5EFF-4AFE-8E9B-F4DF1AF34764},,,,,,45,361735,Water Main Repair Break,00-14231,WWATERMAIN,,7/29/2013 0:00,-9324436.169,5198972.959,MI161,13,BntaaB,191607,BntaaB,"Blount loam, 2 to 6 percent slopes",7.4,18.2134421
00-14122,Dundee Dr,5/18/1966 0:00,1,,"A275W-AREA,W",ASBUILT,AA,,,DI,0,306,,6,0,IS,,,GBurda,4/4/2019 0:00,WH,,,0,,,,,Develop,,{E6F77875-03C4-492C-8335-18BFDCCC3BB9},,,,,,340,489609,Water Main Repair Break,00-14122,WWATERMAIN,,5/11/2016 0:00,-9325090.444,5198694.878,MI161,13,BntaaB,191607,BntaaB,"Blount loam, 2 to 6 percent slopes",7.4,306.1202003
00-14201,Welch Ct,5/18/1966 0:00,1,,"A275W-AREA,W",ASBUILT,AA,,,DI,0,34.8,,6,0,IS,,,GBurda,10/15/2018 0:00,WH,,,0,,,,,Develop,,{2701AA44-1524-4FCE-896D-3E815565DFD0},,,,,,169,421713,Water Main Repair Break,00-14201,WWATERMAIN,,9/24/2014 0:00,-9324695.32,5199381.639,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,34.78296761
00-14559,,1/1/1930 0:00,1,,,,AA,,,CI,0,0,,3,0,IS,,,GBurda,4/3/2018 0:00,WH,,,0,,,,,,,{F59422F0-CB4C-46FD-9F14-5DEDFA8584F4},,,,,,871,765372,Water Main Repair Break,00-14559,WWATERMAIN,,2/6/2022 0:00,-9324252.221,5201403.726,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,155.1188863
00-14609,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,0,,,,,,,{65F94689-5FF8-4D25-AD6C-1C81EA9D4F2F},,,,,,473,554107,Water Main Repair Break,00-14609,WWATERMAIN,,12/31/2017 0:00,-9325055.823,5201530.563,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,105.0812365
00-14617,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,0,,,,,,,{0F59F11A-BA9B-49AB-85E8-49D941C10D64},,,,,,204,434501,Water Main Repair Break,00-14617,WWATERMAIN,,1/15/2015 0:00,-9324898.96,5201523.441,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,218.8907298
00-14639,,1/1/1950 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,MMain,4/11/2017 0:00,WH,,,0,,,,,,,{A83279BD-960B-4464-A920-6E0FE6857199},,,,,,228,437426,Water Main Repair Break,00-14639,WWATERMAIN,,2/26/2015 0:00,-9324409.22,5201448.922,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,173.3165226
00-14643,,1/1/1940 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,MMain,4/11/2017 0:00,WH,,,0,,,,,,,{D7ED47D8-9915-4E1B-816C-CA82FC6A2D4B},,,,,,141,386849,Water Main Repair Break,00-14643,WWATERMAIN,,3/20/2014 0:00,-9324363.546,5201566.659,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,307.5861959
00-14644,,1/1/1950 0:00,1,,,,,,,DI,0,0,,6,0,AB,,,MMain,4/11/2017 0:00,WH,,,0,,,,,,,{C4B1DF0B-9602-421B-ABE3-569866E9BD73},,,,,,235,437785,Water Main Repair Break,00-14644,WWATERMAIN,,3/4/2015 0:00,-9324371.504,5201489.106,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,97.47860828
00-14646,,1/1/1940 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,MMain,4/11/2017 0:00,WH,,,0,,,,,,,{10AC2CF2-5E64-4E1F-A85A-5A6BC35C2824},,,,,,198,434162,Water Main Repair Break,00-14646,WWATERMAIN,,1/12/2015 0:00,-9324483.201,5201494.889,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,567.4325084
00-14734,Arella Blvd,1/1/1950 0:00,1,,,EST,AA,,,CI,0,824,,6,0,IS,,,GBurda,1/23/2019 0:00,WH,,,0,,,,,,,{92FA3818-E768-408B-9ECB-B2C5D0D4AA3D},,,,,,413,518816,Water Main Repair Break,00-14734,WWATERMAIN,,2/16/2017 0:00,-9324824.988,5201074.727,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,824.0065087
00-14751,,1/1/1960 0:00,1,,,,AA,,,DI,0,28,,8,0,AB,,,CTurkington,11/6/2018 0:00,WH,,,0,,,,,,,{9C32D72D-D5F9-4DCD-BEF2-FCD1FBCC2593},,,,,,367,511798,Water Main Repair Break,00-14751,WWATERMAIN,,11/17/2016 0:00,-9324945.635,5201220.285,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,28.02734733
00-14902,,6/4/1964 0:00,1,,A202W-W,ASBUILT,AA,,,DI,0,29,,6,0,IS,,,EtMiller,7/31/2019 0:00,SHE,,,0,,,,,,,{68E76ED5-F180-40C7-8A62-0E6C16B573A9},,,,,,361,510098,Water Main Repair Break,00-14902,WWATERMAIN,,10/31/2016 0:00,-9320812.756,5198795.045,MI161,13,Sb,191668,Sb,"Sebewa loam, disintegration moraine, 0 to 2 percent slopes",7.5,28.91129283
00-14904,Kensingston Dr,6/4/1964 0:00,1,,A202W-W,ASBUILT,AA,,,DI,0,377,,4,0,IS,,,GBurda,2/14/2019 0:00,SHE,,,0,,,,,,,{0C8947C5-0DEE-4ED9-A93E-4F73A00308C1},,,,,,583,596959,Water Main Repair Break,00-14904,WWATERMAIN,,2/4/2019 0:00,-9320910.618,5198888.825,MI161,13,Sb,191668,Sb,"Sebewa loam, disintegration moraine, 0 to 2 percent slopes",7.5,377.2269173
00-14972,,12/16/1969 0:00,1,,A350W-W,ASBUILT,AA,MATERIAL CONFIRMED,,DI,0,0,,12,0,IS,,,GBurda,4/20/2017 0:00,SHE,,,0,,,,,Develop,,{492CFDDB-2651-4322-945C-290475D269E6},,,,,,768,702009,Water Main Repair Break,00-14972,WWATERMAIN,,2/19/2021 0:00,-9321367.36,5199471.821,MI161,13,Sb,191668,Sb,"Sebewa loam, disintegration moraine, 0 to 2 percent slopes",7.5,334.0344414
00-15124,Scio Church Rd,4/27/1963 0:00,1,,A194W-W,,AA,MATERIAL CONFIRMED,,CI,0,0,,12,0,IS,,,MMain,8/23/2016 0:00,WH,,,0,,,,,City,,{F6B6D26B-0237-49FA-8FA2-DD8FFD95F025},,,,,,167,419180,Water Main Repair Break,00-15124,WWATERMAIN,,9/10/2014 0:00,-9323777.911,5199504.314,MI161,13,Pe,191665,Pe,"Pewamo clay loam, 0 to 2 percent slopes",7.2,458.3951984
